project_info_row_index,project_code,project_name,project_start_date,project_current_phase,project_status,problem_summary,date_extracted
0,150,EXAMPLE PROJECT NAME,18 OCT 2017,DISCOVERY,GREEN,REVENUE FROM SPEED AND RED LIGHT CAMERAS ALONE ARE EXPECTED TO BE $393 MILLION IN 2017-18  INCREASING TO $421 MILLION BY 2020-21.THE BUDGET ALSO ESTIMATES REVENUE FROM ON-THE-SPOT FINES AND TOLL ROAD EVASION WILL CONTINUE TO GROW.THERE ARE CURRENTLY APPROXIMATELY $2 BILLION UNPAID FINES WITH THE AVERAGE BEING GREATER THAN 1 YEAR OLD.,06-Jun-18
